,variable,instances,pos_instances,neg_instances,percent_fraud
621,djrooz,1,0.0,1.0,0.0
622,unexpectedstage,4,0.0,4.0,0.0
623,calvarykendall,4,0.0,4.0,0.0
624,pmimassbay,5,0.0,5.0,0.0
625,webookbands,17,0.0,17.0,0.0
626,creativitycruise,1,0.0,1.0,0.0
627,thereach,1,0.0,1.0,0.0
628,smcsbdc,4,0.0,4.0,0.0
629,jegmc,1,0.0,1.0,0.0
630,takingourcountryback,1,0.0,1.0,0.0
631,philhardbergerpark,1,0.0,1.0,0.0
632,usgbc-in,4,0.0,4.0,0.0
633,appleenergygroup,3,0.0,3.0,0.0
634,collaborativemedia,1,0.0,1.0,0.0
635,sheepdogia,1,0.0,1.0,0.0
636,yellowdogconsulting,1,0.0,1.0,0.0
637,wespacaz,3,0.0,3.0,0.0
638,institute-of-fundraising,3,0.0,3.0,0.0
639,shecreateschange,1,0.0,1.0,0.0
640,flexible-staffing,1,0.0,1.0,0.0
641,valentinesalbany,1,0.0,1.0,0.0
642,ndvenue,1,0.0,1.0,0.0
643,trichocare,1,0.0,1.0,0.0
644,bigcitymoms,13,0.0,13.0,0.0
645,siferyerson,2,0.0,2.0,0.0
646,riverdalemac,1,0.0,1.0,0.0
647,socalbma,1,0.0,1.0,0.0
648,euro-sports,5,0.0,5.0,0.0
649,drpompa,1,0.0,1.0,0.0
650,kent,2,0.0,2.0,0.0
651,scynergy,1,0.0,1.0,0.0
652,italiansupperclub,1,0.0,1.0,0.0
653,flashfotoinc,3,0.0,3.0,0.0
654,stitchgifts,2,0.0,2.0,0.0
655,fashionbeautyandbubbles,1,0.0,1.0,0.0
656,wintermagic,2,0.0,2.0,0.0
657,losranchos,1,0.0,1.0,0.0
658,charteroakcenter,1,0.0,1.0,0.0
659,nsbsa,8,0.0,8.0,0.0
660,taaaps,2,0.0,2.0,0.0
661,bnisd,5,0.0,5.0,0.0
662,pronetworker,1,0.0,1.0,0.0
663,greenmarket,1,0.0,1.0,0.0
664,haydensata,1,0.0,1.0,0.0
665,farmfreshtoyou,1,0.0,1.0,0.0
666,nacre,1,0.0,1.0,0.0
667,ctq,1,0.0,1.0,0.0
668,vilascollection,1,0.0,1.0,0.0
669,chicpr,1,0.0,1.0,0.0
670,ironwoodpartners,1,0.0,1.0,0.0
671,businessexaminer,1,0.0,1.0,0.0
672,cbs,1,0.0,1.0,0.0
673,nightlifevirginia,1,0.0,1.0,0.0
674,maroonpr,1,0.0,1.0,0.0
675,kevinlarsonpresents,1,0.0,1.0,0.0
676,bama-fl,2,0.0,2.0,0.0
677,avensys,1,0.0,1.0,0.0
678,pointclearsolutions,1,0.0,1.0,0.0
679,pricecutteronline,16,0.0,16.0,0.0
680,bsceene,1,0.0,1.0,0.0
681,hilgerhammond,1,0.0,1.0,0.0
682,rossmortgageco,1,0.0,1.0,0.0
683,internbridge,7,0.0,7.0,0.0
684,anonymousartists,2,0.0,2.0,0.0
685,rigleyrg,1,0.0,1.0,0.0
686,bigplanet,2,0.0,2.0,0.0
687,crno,1,0.0,1.0,0.0
688,altruhelp,1,0.0,1.0,0.0
689,tmo,2,0.0,2.0,0.0
690,startupgrind,10,0.0,10.0,0.0
691,active2030sr,1,0.0,1.0,0.0
692,gleventplanning,1,0.0,1.0,0.0
693,rafikiafrica,1,0.0,1.0,0.0
694,uwclub,2,0.0,2.0,0.0
695,smpsarizona,1,0.0,1.0,0.0
696,kayakinglondon,9,0.0,9.0,0.0
697,artswales,2,0.0,2.0,0.0
698,mentorleague,1,0.0,1.0,0.0
699,srilankacampaign,1,0.0,1.0,0.0
700,bostonmediatechnologies,3,0.0,3.0,0.0
701,lmtexformula,2,2.0,0.0,100.0
702,aigamemphis,1,0.0,1.0,0.0
703,mapfornonprofits,2,0.0,2.0,0.0
704,breastfeedla,2,0.0,2.0,0.0
705,waterseedmusic,1,0.0,1.0,0.0
706,jenwattsdesign,3,0.0,3.0,0.0
707,vivaextreme,1,0.0,1.0,0.0
708,stjc,2,0.0,2.0,0.0
709,syrian-expatriates,1,0.0,1.0,0.0
710,ucm,5,0.0,5.0,0.0
711,bluemoonrehoboth,4,0.0,4.0,0.0
712,dannon,1,0.0,1.0,0.0
713,youthprideri,1,0.0,1.0,0.0
714,earthlink,10,0.0,10.0,0.0
715,vicleather,1,0.0,1.0,0.0
716,uab,1,0.0,1.0,0.0
717,icla,1,0.0,1.0,0.0
718,adelightfulday,2,0.0,2.0,0.0
719,businessintroductions,1,0.0,1.0,0.0
720,simplenetball,1,0.0,1.0,0.0
721,pharmacy-owners,7,0.0,7.0,0.0
722,chef,1,1.0,0.0,100.0
723,ovidcapita,2,2.0,0.0,100.0
724,ajaxunion,2,0.0,2.0,0.0
725,mirisdesign,1,0.0,1.0,0.0
726,learnaboutwine,1,0.0,1.0,0.0
727,apu3,1,0.0,1.0,0.0
728,articulateentertainment,4,0.0,4.0,0.0
729,hoxtonhall,4,0.0,4.0,0.0
730,instructor,2,2.0,0.0,100.0
731,partnershipwithchildren,1,0.0,1.0,0.0
732,bvrla,3,0.0,3.0,0.0
733,bostonvideoconference,3,0.0,3.0,0.0
734,jeansnscrubs,1,0.0,1.0,0.0
735,kingsfund,3,0.0,3.0,0.0
736,gidewoninc,3,0.0,3.0,0.0
737,trustyle,1,0.0,1.0,0.0
738,adcmw,1,0.0,1.0,0.0
739,quaychicago,1,1.0,0.0,100.0
740,cpcu-iowa,2,0.0,2.0,0.0
741,blueyonder,6,0.0,6.0,0.0
742,thinktankconsultancy,5,5.0,0.0,100.0
743,tccp,2,0.0,2.0,0.0
744,wrforum,2,0.0,2.0,0.0
745,wodongatafe,4,0.0,4.0,0.0
746,aurelium,2,0.0,2.0,0.0
747,ramapoforchildren,1,0.0,1.0,0.0
748,ohbleepevents,1,0.0,1.0,0.0
749,247csf,1,0.0,1.0,0.0
750,grandstaffordtheater,3,0.0,3.0,0.0
751,xsmail,1,0.0,1.0,0.0
752,canola,1,0.0,1.0,0.0
753,newattitude,2,0.0,2.0,0.0
754,bizz3228,1,0.0,1.0,0.0
755,samoa-nantes,2,0.0,2.0,0.0
756,lewisham,1,0.0,1.0,0.0
757,datachieve,1,0.0,1.0,0.0
758,hq,3,0.0,3.0,0.0
759,smokinbettys,1,0.0,1.0,0.0
760,svn,1,0.0,1.0,0.0
761,northeastmortgages,1,0.0,1.0,0.0
762,roblett,2,0.0,2.0,0.0
763,oaopp,2,0.0,2.0,0.0
764,pvdladyproject,2,0.0,2.0,0.0
765,ethicalsoc,2,0.0,2.0,0.0
766,pitchperfectclub,1,0.0,1.0,0.0
767,madisoncollege,1,0.0,1.0,0.0
768,workplacepride,1,0.0,1.0,0.0
769,athenamedia,1,0.0,1.0,0.0
770,schenkernotebooks,1,0.0,1.0,0.0
771,theelements,2,0.0,2.0,0.0
772,99sudbury,1,0.0,1.0,0.0
773,ciprscotland,4,0.0,4.0,0.0
774,jillstable,4,0.0,4.0,0.0
775,tatur,3,0.0,3.0,0.0
776,gcal,5,0.0,5.0,0.0
777,uga,1,0.0,1.0,0.0
778,materialisedental,1,0.0,1.0,0.0
779,bounceu,4,0.0,4.0,0.0
780,wwav-no,1,0.0,1.0,0.0
781,whartonclubofafrica,1,0.0,1.0,0.0
782,uplandbeer,1,0.0,1.0,0.0
783,bmcjax,11,0.0,11.0,0.0
784,mequilibrium,1,0.0,1.0,0.0
785,writingabluestreak,1,0.0,1.0,0.0
786,foursquare,2,0.0,2.0,0.0
787,beniciamainstreet,1,0.0,1.0,0.0
788,subleague,1,0.0,1.0,0.0
789,mdnonprofit,2,0.0,2.0,0.0
790,envisiongroup,1,0.0,1.0,0.0
791,daybracey,1,0.0,1.0,0.0
792,glennsparks,1,0.0,1.0,0.0
793,senecalakewine,20,0.0,20.0,0.0
794,soteradefense,1,0.0,1.0,0.0
795,bedfordcheeseshop,3,0.0,3.0,0.0
796,roksww,1,0.0,1.0,0.0
797,optonline,10,0.0,10.0,0.0
798,southwales,1,0.0,1.0,0.0
799,presencetraining,4,0.0,4.0,0.0
800,blackwomenempowered,1,0.0,1.0,0.0
801,gvcaponline,2,0.0,2.0,0.0
802,worcesterthinktank,1,0.0,1.0,0.0
803,festivalofvoices,1,0.0,1.0,0.0
804,saltburnarts,5,0.0,5.0,0.0
805,nantucketfilmfestival,2,0.0,2.0,0.0
806,cleanenergycouncil,1,0.0,1.0,0.0
807,crossfitcu,1,0.0,1.0,0.0
808,9and1,4,4.0,0.0,100.0
809,opencitylondon,9,0.0,9.0,0.0
810,clipperroundtheworld,1,0.0,1.0,0.0
811,rocketninesolutions,1,0.0,1.0,0.0
812,puthoff,1,0.0,1.0,0.0
813,theecologycenter,1,0.0,1.0,0.0
814,gatewaysofthemind,1,0.0,1.0,0.0
815,keepitsimplesocialmedia,2,0.0,2.0,0.0
816,7br,2,0.0,2.0,0.0
817,thelmf,2,0.0,2.0,0.0
818,thekitchensf,1,0.0,1.0,0.0
819,jceventssf,1,0.0,1.0,0.0
820,cascadiatours,1,0.0,1.0,0.0
821,mtsinaigl,1,0.0,1.0,0.0
822,gui,6,0.0,6.0,0.0
823,canterburysoftware,1,0.0,1.0,0.0
824,housingworks,2,0.0,2.0,0.0
825,reruntheater,5,0.0,5.0,0.0
826,realtoursme,1,0.0,1.0,0.0
827,sfgym,1,0.0,1.0,0.0
828,stgeorgeseattle,1,0.0,1.0,0.0
829,publicinnovation,1,0.0,1.0,0.0
830,work-shop,6,0.0,6.0,0.0
831,hearst,4,0.0,4.0,0.0
832,startupmaroc,2,2.0,0.0,100.0
833,cashflowdiary,1,0.0,1.0,0.0
834,nbmbaa-indy,3,0.0,3.0,0.0
835,marketing4mainstreet,1,0.0,1.0,0.0
836,bocusedoraustralia,1,0.0,1.0,0.0
837,mhanj,6,0.0,6.0,0.0
838,photoworks,3,0.0,3.0,0.0
839,austmus,12,0.0,12.0,0.0
840,ultralightstartups,1,0.0,1.0,0.0
841,weekendslackers,1,0.0,1.0,0.0
842,miamichildrensinitiative,1,0.0,1.0,0.0
843,craftofcocktails,9,0.0,9.0,0.0
844,mcilveenfamilylaw,1,0.0,1.0,0.0
845,nc,2,0.0,2.0,0.0
846,niclipizzeria,1,0.0,1.0,0.0
847,seattletradealliance,1,0.0,1.0,0.0
848,the-eventsgroup,1,0.0,1.0,0.0
849,volunteervictoria,3,0.0,3.0,0.0
850,monicafraser,1,0.0,1.0,0.0
851,networkevents,2,0.0,2.0,0.0
852,friendsofkevin,3,0.0,3.0,0.0
853,plseminars,2,0.0,2.0,0.0
854,archant,1,0.0,1.0,0.0
855,mapleleafangels,1,0.0,1.0,0.0
856,sjc,2,0.0,2.0,0.0
857,uturn180,2,0.0,2.0,0.0
858,noplacelikeom,2,0.0,2.0,0.0
859,campuspeak,2,0.0,2.0,0.0
860,urbangirlsquad,2,0.0,2.0,0.0
861,bnc,1,0.0,1.0,0.0
862,msmarket,4,0.0,4.0,0.0
863,taadas,4,0.0,4.0,0.0
864,kicksprout,3,0.0,3.0,0.0
865,msastaffing,1,0.0,1.0,0.0
866,festivusfilmfestival,2,0.0,2.0,0.0
867,laffitup,1,0.0,1.0,0.0
868,inseadalumni,1,0.0,1.0,0.0
869,the-gate,1,0.0,1.0,0.0
870,wildbirdfund,1,0.0,1.0,0.0
871,lusu,3,0.0,3.0,0.0
872,nscience,3,0.0,3.0,0.0
873,thirdeyegroup,2,0.0,2.0,0.0
874,innovationcentre,2,0.0,2.0,0.0
875,hempcon,1,0.0,1.0,0.0
876,ein-inc,1,0.0,1.0,0.0
877,trelismoore,1,0.0,1.0,0.0
878,suburbanmomma,2,0.0,2.0,0.0
879,circleboston,1,0.0,1.0,0.0
880,cteh,1,0.0,1.0,0.0
881,cheltfineart,1,0.0,1.0,0.0
882,bcphysio,6,0.0,6.0,0.0
883,alaskaquake,1,0.0,1.0,0.0
884,pauldalyvenues,1,0.0,1.0,0.0
885,kralevinternational,2,0.0,2.0,0.0
886,placeni,3,0.0,3.0,0.0
887,crowsonstone,1,0.0,1.0,0.0
888,stlwinegirl,2,0.0,2.0,0.0
889,jtribe,2,0.0,2.0,0.0
890,jonathanbrun,1,0.0,1.0,0.0
891,cbiz,1,0.0,1.0,0.0
892,aim,7,0.0,7.0,0.0
893,calvaryconnect,1,0.0,1.0,0.0
894,swingerscircle,2,0.0,2.0,0.0
895,rogers,11,0.0,11.0,0.0
896,arthistoryuk,1,0.0,1.0,0.0
897,sunnyridge,3,0.0,3.0,0.0
898,clubredrocks,2,0.0,2.0,0.0
899,smoothpdz,2,0.0,2.0,0.0
900,theoysterclub,6,0.0,6.0,0.0
901,undergroundfoodcollective,1,0.0,1.0,0.0
902,sommelierguild,3,0.0,3.0,0.0
903,fabricculture,2,0.0,2.0,0.0
904,propelcareers,1,0.0,1.0,0.0
905,thesurvivalrace,1,0.0,1.0,0.0
906,incrementor,1,0.0,1.0,0.0
907,slf,4,0.0,4.0,0.0
908,jillianlove,1,0.0,1.0,0.0
909,camaje,12,0.0,12.0,0.0
910,pumpitupva,1,0.0,1.0,0.0
911,heartofamerica,1,0.0,1.0,0.0
912,marketinghandyman,1,0.0,1.0,0.0
913,vini-italiani,2,0.0,2.0,0.0
914,scoremoreatx,3,0.0,3.0,0.0
915,argentabead,5,0.0,5.0,0.0
916,wfp,1,0.0,1.0,0.0
917,hackneyrealnappy,1,0.0,1.0,0.0
918,tremontwest,1,0.0,1.0,0.0
919,thesisters,1,0.0,1.0,0.0
920,dandelion-burdock,1,0.0,1.0,0.0
921,mezzaninesf,5,0.0,5.0,0.0
922,mcguirefinancial,2,0.0,2.0,0.0
923,oskarblues,2,0.0,2.0,0.0
924,craftscouncil,1,0.0,1.0,0.0
925,turnaroundunderground,1,0.0,1.0,0.0
926,ifevents,1,0.0,1.0,0.0
927,solarmedia,2,0.0,2.0,0.0
928,cobainc,1,0.0,1.0,0.0
929,christo,2,0.0,2.0,0.0
930,cafs,1,0.0,1.0,0.0
931,usdan,1,0.0,1.0,0.0
932,piagrows,1,0.0,1.0,0.0
933,beatbrooklyn,1,0.0,1.0,0.0
934,naiopnyc,3,0.0,3.0,0.0
935,nicolajamescommunications,1,0.0,1.0,0.0
936,shoutconsulting,1,0.0,1.0,0.0
937,musicalsatrichter,3,0.0,3.0,0.0
938,unitytemplecogic,1,0.0,1.0,0.0
939,nytech,3,0.0,3.0,0.0
940,idmn,1,0.0,1.0,0.0
941,phhs,1,0.0,1.0,0.0
942,metrowize,4,0.0,4.0,0.0
943,dekalbmarket,1,0.0,1.0,0.0
944,geoffmoller,2,0.0,2.0,0.0
945,ndaonline,2,0.0,2.0,0.0
946,spiralis,4,0.0,4.0,0.0
947,amchouston,2,0.0,2.0,0.0
948,ppsplus,1,0.0,1.0,0.0
949,martoranafamilywinery,1,0.0,1.0,0.0
950,nabametrodc,2,0.0,2.0,0.0
951,beyondthebenchmark,1,0.0,1.0,0.0
952,telus,9,0.0,9.0,0.0
953,sciencecitybristol,1,0.0,1.0,0.0
954,auc,1,0.0,1.0,0.0
955,14stamps,1,0.0,1.0,0.0
956,alf-mvc,2,0.0,2.0,0.0
957,thespacenorwich,1,0.0,1.0,0.0
958,stiffordacademy,1,0.0,1.0,0.0
959,thebrandinghive,1,0.0,1.0,0.0
960,austraffic,2,0.0,2.0,0.0
961,fabrications1,10,0.0,10.0,0.0
962,iera,1,0.0,1.0,0.0
963,greenstones,1,0.0,1.0,0.0
964,womenlikeus,19,0.0,19.0,0.0
965,transcended,1,0.0,1.0,0.0
966,lookhear,1,0.0,1.0,0.0
967,u,2,0.0,2.0,0.0
968,thegenerationproject,1,0.0,1.0,0.0
969,outrightvt,1,0.0,1.0,0.0
970,lapena,4,0.0,4.0,0.0
971,mumsnet,2,0.0,2.0,0.0
972,jacksonvilleweddingloft,1,0.0,1.0,0.0
973,data2labs,1,0.0,1.0,0.0
974,everycircle,3,0.0,3.0,0.0
975,topssoft,1,0.0,1.0,0.0
976,amwaaz,1,0.0,1.0,0.0
977,trileafdesigns,1,0.0,1.0,0.0
978,fruitworks,1,0.0,1.0,0.0
979,theambitgroup,1,0.0,1.0,0.0
980,tasklight,1,0.0,1.0,0.0
981,ignitecincinnati,1,0.0,1.0,0.0
982,enterprisenation,1,0.0,1.0,0.0
983,ahct,1,0.0,1.0,0.0
984,legacybanquets,1,0.0,1.0,0.0
985,stalbanstourguides,3,0.0,3.0,0.0
986,sigma-orionis,1,0.0,1.0,0.0
987,theportico,1,0.0,1.0,0.0
988,theathenanetwork,3,0.0,3.0,0.0
989,yorkcocoahouse,4,0.0,4.0,0.0
990,washingtonbuiltenvironment,1,0.0,1.0,0.0
991,stonewatergolf,2,0.0,2.0,0.0
992,adelaide,4,0.0,4.0,0.0
993,kalitheatre,1,0.0,1.0,0.0
994,advier,1,0.0,1.0,0.0
995,clifbar,5,0.0,5.0,0.0
996,rcsed,2,0.0,2.0,0.0
997,leedsmet,2,0.0,2.0,0.0
998,marquette,1,0.0,1.0,0.0
999,lbk,5,0.0,5.0,0.0
1000,investors,2,0.0,2.0,0.0
1001,gosundayfunday,1,0.0,1.0,0.0
1002,upliftingthecoast,1,0.0,1.0,0.0
1003,ascemetsection,1,0.0,1.0,0.0
1004,riggsdistributing,1,0.0,1.0,0.0
1005,corcoran,1,0.0,1.0,0.0
1006,thinkpositive,3,0.0,3.0,0.0
1007,andywaring,4,0.0,4.0,0.0
1008,esu,2,0.0,2.0,0.0
1009,careprovidersnetwork,2,0.0,2.0,0.0
1010,makemegrow,1,0.0,1.0,0.0
1011,lsj,1,0.0,1.0,0.0
1012,lesmills,4,0.0,4.0,0.0
1013,childbereavement,2,0.0,2.0,0.0
1014,solaraustin,1,0.0,1.0,0.0
1015,mamajumbes,1,0.0,1.0,0.0
1016,neotechnology,5,0.0,5.0,0.0
1017,organiccomm,1,0.0,1.0,0.0
1018,ecsl,5,0.0,5.0,0.0
1019,nefa,1,0.0,1.0,0.0
1020,volunteerburnaby,1,0.0,1.0,0.0
1021,exetergcc,1,0.0,1.0,0.0
1022,wednesdayite,7,0.0,7.0,0.0
1023,healthystartorange,1,0.0,1.0,0.0
1024,evanslake,6,0.0,6.0,0.0
1025,shieldsnation,1,0.0,1.0,0.0
1026,rockwallwineco,2,0.0,2.0,0.0
1027,castellumdevelopment,1,0.0,1.0,0.0
1028,jacksonvillemag,2,0.0,2.0,0.0
1029,lifeaustin,1,0.0,1.0,0.0
1030,911heroesrun,1,0.0,1.0,0.0
1031,ergo-sum,1,0.0,1.0,0.0
1032,dandb,2,0.0,2.0,0.0
1033,urbanapops,1,0.0,1.0,0.0
1034,aboutfaceco,1,0.0,1.0,0.0
1035,technologywillsaveus,3,0.0,3.0,0.0
1036,guiderightinc,1,0.0,1.0,0.0
1037,peytonandbyrne,1,0.0,1.0,0.0
1038,nmisrael,1,0.0,1.0,0.0
1039,revolutiongroup,2,0.0,2.0,0.0
1040,awebusiness,5,0.0,5.0,0.0
1041,explorertravel,1,0.0,1.0,0.0
1042,consultant,4,4.0,0.0,100.0
1043,arbinger,3,0.0,3.0,0.0
1044,gracehavenhouse,1,0.0,1.0,0.0
1045,taylortyme,1,0.0,1.0,0.0
1046,rochesterhonkers,2,0.0,2.0,0.0
1047,gedva,3,0.0,3.0,0.0
1048,datastax,4,0.0,4.0,0.0
1049,pittsburgh,1,0.0,1.0,0.0
1050,bardessono,1,0.0,1.0,0.0
1051,thespaa,1,0.0,1.0,0.0
1052,asciv,3,0.0,3.0,0.0
1053,thepointpeople,1,0.0,1.0,0.0
1054,thefranniefoundation,1,0.0,1.0,0.0
1055,eastersealsnh,2,0.0,2.0,0.0
1056,matthewsumc,1,0.0,1.0,0.0
1057,gcccks,1,0.0,1.0,0.0
1058,myworkster,4,0.0,4.0,0.0
1059,towerhamlets,7,0.0,7.0,0.0
1060,edinburghhacklab,2,0.0,2.0,0.0
1061,cepedasystems,1,0.0,1.0,0.0
1062,themushroomforager,1,0.0,1.0,0.0
1063,nd,1,0.0,1.0,0.0
1064,campkesem,1,0.0,1.0,0.0
1065,thedigitaldetox,1,0.0,1.0,0.0
1066,workspacedenver,1,0.0,1.0,0.0
1067,volunteeringgeelong,2,0.0,2.0,0.0
1068,crosscamp,1,0.0,1.0,0.0
1069,mocoinsight,1,0.0,1.0,0.0
1070,tremont647,1,0.0,1.0,0.0
1071,nmangels,1,0.0,1.0,0.0
1072,outsidetheboxevents,1,0.0,1.0,0.0
1073,thelmagazine,3,0.0,3.0,0.0
1074,georgetown,9,0.0,9.0,0.0
1075,minecraftcamps,2,0.0,2.0,0.0
1076,larrycockerel,1,0.0,1.0,0.0
1077,startfromscratch,1,0.0,1.0,0.0
1078,fishburners,1,0.0,1.0,0.0
1079,mutinerie,1,0.0,1.0,0.0
1080,findhornbayarts,1,0.0,1.0,0.0
1081,sixtaste,1,0.0,1.0,0.0
1082,foodlinkny,1,0.0,1.0,0.0
1083,fanshawepioneervillage,5,0.0,5.0,0.0
1084,cco,1,0.0,1.0,0.0
1085,foodandvinetime,1,0.0,1.0,0.0
1086,deschutesbrewery,3,0.0,3.0,0.0
1087,agilevancouver,1,0.0,1.0,0.0
1088,starresults,1,0.0,1.0,0.0
1089,sandboxsuites,1,0.0,1.0,0.0
1090,nowgr,1,0.0,1.0,0.0
1091,acectx,3,0.0,3.0,0.0
1092,dcpolefitness,2,0.0,2.0,0.0
1093,ultimatewine,13,13.0,0.0,100.0
1094,diamonddreams,2,0.0,2.0,0.0
1095,dairproject,1,0.0,1.0,0.0
1096,cepvancouver,3,0.0,3.0,0.0
1097,horizonmusic,1,0.0,1.0,0.0
1098,sintraeng,1,0.0,1.0,0.0
1099,rrohio,1,0.0,1.0,0.0
1100,getetched,1,0.0,1.0,0.0
1101,oldsac,1,0.0,1.0,0.0
1102,tecnologialibre,1,0.0,1.0,0.0
1103,bfbf,1,0.0,1.0,0.0
1104,dashleydesignandevents,1,0.0,1.0,0.0
1105,monarchsystem,1,0.0,1.0,0.0
1106,sresproductions,3,0.0,3.0,0.0
1107,calwood,1,0.0,1.0,0.0
1108,visitdaltonga,1,0.0,1.0,0.0
1109,festivalhill,3,0.0,3.0,0.0
1110,tees,1,0.0,1.0,0.0
1111,dcsconcerts,1,0.0,1.0,0.0
1112,talis,1,0.0,1.0,0.0
1113,neo,3,0.0,3.0,0.0
1114,growbusiness,7,0.0,7.0,0.0
1115,1989,1,0.0,1.0,0.0
1116,nw17,2,0.0,2.0,0.0
1117,ohny,7,0.0,7.0,0.0
1118,chestnutridgechurch,1,0.0,1.0,0.0
1119,troseimg,1,0.0,1.0,0.0
1120,clodensemble,1,0.0,1.0,0.0
1121,positivepeace,1,0.0,1.0,0.0
1122,houseofgenius,1,0.0,1.0,0.0
1123,nathaniasprings,1,0.0,1.0,0.0
1124,sfzc,8,0.0,8.0,0.0
1125,sbcc,2,0.0,2.0,0.0
1126,tricofoundation,1,0.0,1.0,0.0
1127,scoutfitters,1,0.0,1.0,0.0
1128,alphaphi,2,0.0,2.0,0.0
1129,alphaversion,1,0.0,1.0,0.0
1130,cryq,1,0.0,1.0,0.0
1131,bethor,1,0.0,1.0,0.0
1132,maine,1,0.0,1.0,0.0
1133,mymts,1,0.0,1.0,0.0
1134,salesprogress,2,0.0,2.0,0.0
1135,food-hop,1,0.0,1.0,0.0
1136,ssjeremiahobrien,1,0.0,1.0,0.0
1137,combinedinsight,1,0.0,1.0,0.0
1138,awesomepreneurs,1,0.0,1.0,0.0
1139,globallives,1,0.0,1.0,0.0
1140,venturefestoxford,1,0.0,1.0,0.0
1141,thebridgecc,1,0.0,1.0,0.0
1142,ctppa,1,0.0,1.0,0.0
1143,doingbusinessinbentonville,2,0.0,2.0,0.0
1144,asmi,5,0.0,5.0,0.0
1145,partnerandprosper,1,0.0,1.0,0.0
1146,cccinc,4,0.0,4.0,0.0
1147,key-words,2,0.0,2.0,0.0
1148,cherrycreektheatre,4,0.0,4.0,0.0
1149,paperlesschase,1,0.0,1.0,0.0
1150,cosi,1,0.0,1.0,0.0
1151,theatreofthedales,1,0.0,1.0,0.0
1152,themoonbridge,1,0.0,1.0,0.0
1153,clubxsd,2,0.0,2.0,0.0
1154,fact,1,0.0,1.0,0.0
1155,eagletribune,1,0.0,1.0,0.0
1156,tucciskitchen,1,0.0,1.0,0.0
1157,upkesgroup,1,0.0,1.0,0.0
1158,studioqevents,1,0.0,1.0,0.0
1159,generationrochas,1,0.0,1.0,0.0
1160,mag7raceseries,3,0.0,3.0,0.0
1161,calweddingdivas,1,0.0,1.0,0.0
1162,ybr,1,0.0,1.0,0.0
1163,tuomuro,1,0.0,1.0,0.0
1164,abelcine,13,0.0,13.0,0.0
1165,stridingout,1,0.0,1.0,0.0
1166,buttershawbaptist,2,0.0,2.0,0.0
1167,lynettemcelhaney,1,0.0,1.0,0.0
1168,michaelwipf,1,0.0,1.0,0.0
1169,messychurch,1,0.0,1.0,0.0
1170,valonline,2,0.0,2.0,0.0
1171,wholeschoolmeals,1,0.0,1.0,0.0
1172,iinet,4,0.0,4.0,0.0
1173,uwo,1,0.0,1.0,0.0
1174,universalcommercial,3,0.0,3.0,0.0
1175,smartsolutions24-7,1,0.0,1.0,0.0
1176,midpenninearts,1,0.0,1.0,0.0
1177,integrispa,1,0.0,1.0,0.0
1178,milkwoodpermaculture,1,0.0,1.0,0.0
1179,velezwood,1,0.0,1.0,0.0
1180,powerfitnessfl,1,0.0,1.0,0.0
1181,cohabitatmontreal,1,0.0,1.0,0.0
1182,videology,1,0.0,1.0,0.0
1183,512brewing,4,0.0,4.0,0.0
1184,wendyelford,2,0.0,2.0,0.0
1185,bc,1,0.0,1.0,0.0
1186,incarnation,1,0.0,1.0,0.0
1187,canadianchefscongress,1,0.0,1.0,0.0
1188,texsota,1,0.0,1.0,0.0
1189,paramedics,1,0.0,1.0,0.0
1190,actchamber,1,0.0,1.0,0.0
1191,uqiss,1,0.0,1.0,0.0
1192,bforbstaffsladies,1,0.0,1.0,0.0
1193,excelounge,1,0.0,1.0,0.0
1194,yesyoucanevents,1,0.0,1.0,0.0
1195,irusa,4,0.0,4.0,0.0
1196,thegridagency,1,0.0,1.0,0.0
1197,ascenorfolk,1,0.0,1.0,0.0
1198,theboneyard,1,0.0,1.0,0.0
1199,jessup,1,0.0,1.0,0.0
1200,businessdevelopmentu,2,0.0,2.0,0.0
1201,europe,1,1.0,0.0,100.0
1202,missamazingpageant,1,0.0,1.0,0.0
1203,sconsulting,1,0.0,1.0,0.0
1204,fmb,6,0.0,6.0,0.0
1205,hope4macomb,1,0.0,1.0,0.0
1206,atlanta-culinary-tours,3,0.0,3.0,0.0
1207,brightmoonsecurity,2,0.0,2.0,0.0
1208,salidasteamplant,2,0.0,2.0,0.0
1209,lightgroup,3,0.0,3.0,0.0
1210,agilelearninglabs,2,0.0,2.0,0.0
1211,ashkenaz,4,0.0,4.0,0.0
1212,amhsa,1,0.0,1.0,0.0
1213,nolafc,5,0.0,5.0,0.0
1214,homenetnw,1,0.0,1.0,0.0
1215,comtrea,3,0.0,3.0,0.0
1216,maxdesign,2,0.0,2.0,0.0
1217,leatherheadchamber,1,0.0,1.0,0.0
1218,royalvixens,1,0.0,1.0,0.0
1219,radius-health,1,0.0,1.0,0.0
1220,cuddleseattle,1,0.0,1.0,0.0
1221,regimentfitness,1,0.0,1.0,0.0
1222,ukspeechwritersguild,3,0.0,3.0,0.0
1223,openerp,1,0.0,1.0,0.0
1224,jerseyheritage,1,0.0,1.0,0.0
1225,toonseum,2,0.0,2.0,0.0
1226,practiceworks,3,0.0,3.0,0.0
1227,wearelse,1,0.0,1.0,0.0
1228,operaprojects,1,0.0,1.0,0.0
1229,diffa,1,0.0,1.0,0.0
1230,sidewalkcitizenbakery,2,0.0,2.0,0.0
