,variable,instances,pos_instances,neg_instances,percent_fraud
1826,crasd,1,0.0,1.0,0.0
1827,bniva,1,0.0,1.0,0.0
1828,ri,1,0.0,1.0,0.0
1829,farmfoodcare,1,0.0,1.0,0.0
1830,bethelofhouston,1,0.0,1.0,0.0
1831,angelwish,1,1.0,0.0,100.0
1832,dreamr,2,0.0,2.0,0.0
1833,clubheavenandhelldc,1,0.0,1.0,0.0
1834,yale,4,0.0,4.0,0.0
1835,fatnortherner,2,0.0,2.0,0.0
1836,shadowstage,1,0.0,1.0,0.0
1837,designjam,1,0.0,1.0,0.0
1838,actingscore,1,0.0,1.0,0.0
1839,thelevelup,1,0.0,1.0,0.0
1840,epimgt,3,0.0,3.0,0.0
1841,emergingleadersnyc,1,0.0,1.0,0.0
1842,niwotrotary,1,0.0,1.0,0.0
1843,betaltd,1,0.0,1.0,0.0
1844,stpatrickcenter,1,0.0,1.0,0.0
1845,pvrdirect,1,0.0,1.0,0.0
1846,republicanflorida,1,0.0,1.0,0.0
1847,wiilshoot,3,0.0,3.0,0.0
1848,successtrackesq,1,0.0,1.0,0.0
1849,sincura,1,0.0,1.0,0.0
1850,slq,4,0.0,4.0,0.0
1851,uspaacc,3,0.0,3.0,0.0
1852,speakersaccess,1,0.0,1.0,0.0
1853,outofhandtheater,1,0.0,1.0,0.0
1854,nuage-b,2,0.0,2.0,0.0
1855,preservationfinancial,1,0.0,1.0,0.0
1856,puppetlabs,7,0.0,7.0,0.0
1857,improvolution,1,0.0,1.0,0.0
1858,mamaof2greatkids,1,0.0,1.0,0.0
1859,jasonandrew,1,0.0,1.0,0.0
1860,bloomnetworking,2,0.0,2.0,0.0
1861,confsharepoint,1,0.0,1.0,0.0
1862,bridalgala,1,0.0,1.0,0.0
1863,umconnect,1,0.0,1.0,0.0
1864,saleen,1,0.0,1.0,0.0
1865,beaconartproject,1,0.0,1.0,0.0
1866,temenos,1,0.0,1.0,0.0
1867,bringyourownlaptop,2,0.0,2.0,0.0
1868,lsbu,2,0.0,2.0,0.0
1869,newschool,1,0.0,1.0,0.0
1870,eicoff,1,0.0,1.0,0.0
1871,write2market,1,0.0,1.0,0.0
1872,au,2,0.0,2.0,0.0
1873,michaelkies,2,0.0,2.0,0.0
1874,holyfools,1,0.0,1.0,0.0
1875,bbcetc,5,0.0,5.0,0.0
1876,newthing,1,0.0,1.0,0.0
1877,kqed,1,0.0,1.0,0.0
1878,workattheyard,2,0.0,2.0,0.0
1879,improvingenterprises,3,0.0,3.0,0.0
1880,bookhouse,1,0.0,1.0,0.0
1881,3dstudios,1,0.0,1.0,0.0
1882,montelena,1,0.0,1.0,0.0
1883,mco,1,0.0,1.0,0.0
1884,aiamiami,1,0.0,1.0,0.0
1885,maiamoms,1,0.0,1.0,0.0
1886,kaipatiki,1,0.0,1.0,0.0
1887,firstcu,1,0.0,1.0,0.0
1888,viplist,1,0.0,1.0,0.0
1889,swahs,1,0.0,1.0,0.0
1890,marinonice,1,0.0,1.0,0.0
1891,mcnidderandgrace,1,0.0,1.0,0.0
1892,la,1,0.0,1.0,0.0
1893,selfexpressmusic,1,0.0,1.0,0.0
1894,capitalcityopera,1,0.0,1.0,0.0
1895,hotelvenizbaguio,2,2.0,0.0,100.0
1896,harmoniamarin,1,0.0,1.0,0.0
1897,socialworker,2,2.0,0.0,100.0
1898,discofan,2,2.0,0.0,100.0
1899,citymarket,4,0.0,4.0,0.0
1900,littleblackdressgroup,3,0.0,3.0,0.0
1901,emergeevents,1,0.0,1.0,0.0
1902,goodkeuken,1,0.0,1.0,0.0
1903,seccsda,1,0.0,1.0,0.0
1904,adventurereels,1,0.0,1.0,0.0
1905,warren,1,0.0,1.0,0.0
1906,mcdanielenterprisellc,2,0.0,2.0,0.0
1907,jeffco,3,0.0,3.0,0.0
1908,milksf,1,0.0,1.0,0.0
1909,indexc,2,0.0,2.0,0.0
1910,blessingwhite,2,0.0,2.0,0.0
1911,chs,1,0.0,1.0,0.0
1912,lasa,2,0.0,2.0,0.0
1913,northmadison,1,0.0,1.0,0.0
1914,naaapsf,1,0.0,1.0,0.0
1915,solvingthejigsaw,2,0.0,2.0,0.0
1916,humblebeast,2,0.0,2.0,0.0
1917,clevedon,1,0.0,1.0,0.0
1918,duplicom,1,0.0,1.0,0.0
1919,rosenfeldmedia,1,0.0,1.0,0.0
1920,labstract,1,0.0,1.0,0.0
1921,lincolncollege,1,0.0,1.0,0.0
1922,texasgeriatrics,1,0.0,1.0,0.0
1923,syndicatefilms,1,0.0,1.0,0.0
1924,excel,1,0.0,1.0,0.0
1925,vimn,1,0.0,1.0,0.0
1926,erlangcamp,1,0.0,1.0,0.0
1927,upnorthentertainment,1,0.0,1.0,0.0
1928,abfabparties,10,0.0,10.0,0.0
1929,fastmail,2,0.0,2.0,0.0
1930,timsk,1,0.0,1.0,0.0
1931,bible360,1,0.0,1.0,0.0
1932,elementaldesignbuild,1,0.0,1.0,0.0
1933,kristinealethaweddings,1,0.0,1.0,0.0
1934,misdami,1,0.0,1.0,0.0
1935,thirdavenueplayhouse,4,0.0,4.0,0.0
1936,marshall-assoc,1,0.0,1.0,0.0
1937,mwbc,1,0.0,1.0,0.0
1938,resultbasedtraining,1,0.0,1.0,0.0
1939,carvercenter,1,0.0,1.0,0.0
1940,angeliqcreations,1,0.0,1.0,0.0
1941,drivetocreate,1,0.0,1.0,0.0
1942,greenrcs,2,2.0,0.0,100.0
1943,americangeneralmedia,1,0.0,1.0,0.0
1944,chva,1,0.0,1.0,0.0
1945,vinelust,1,0.0,1.0,0.0
1946,renewnet,1,0.0,1.0,0.0
1947,wblasurf,1,0.0,1.0,0.0
1948,nwsb,1,0.0,1.0,0.0
1949,alikaynaturals,1,0.0,1.0,0.0
1950,megreid,3,0.0,3.0,0.0
1951,mayaclubaz,2,0.0,2.0,0.0
1952,goodwilleducation,1,0.0,1.0,0.0
1953,khandelwalaw,2,0.0,2.0,0.0
1954,aramsco,2,0.0,2.0,0.0
1955,ppmhchoices,1,0.0,1.0,0.0
1956,woodworks,2,0.0,2.0,0.0
1957,lehighvalleyrcb,1,0.0,1.0,0.0
1958,bruceoakley,1,0.0,1.0,0.0
1959,championsevents,1,0.0,1.0,0.0
1960,loc,4,0.0,4.0,0.0
1961,australiananthill,1,0.0,1.0,0.0
1962,gingarden,1,0.0,1.0,0.0
1963,mercycorpsnw,7,0.0,7.0,0.0
1964,netipaustin,1,0.0,1.0,0.0
1965,womansclub,1,0.0,1.0,0.0
1966,aliverescue,1,0.0,1.0,0.0
1967,biscuitsandblues,1,0.0,1.0,0.0
1968,lafflines,4,0.0,4.0,0.0
1969,dcollab,1,0.0,1.0,0.0
1970,cityswarmchicago,4,0.0,4.0,0.0
1971,healthywealthyhappiness,1,0.0,1.0,0.0
1972,beeradvocate,1,0.0,1.0,0.0
1973,suitcasetheatre,3,0.0,3.0,0.0
1974,mndaccounting,1,0.0,1.0,0.0
1975,meet-the-artist-concerts,1,0.0,1.0,0.0
1976,thecrowded,1,0.0,1.0,0.0
1977,hopeoc,1,0.0,1.0,0.0
1978,gowrievictoria,1,0.0,1.0,0.0
1979,biisma,1,0.0,1.0,0.0
1980,linkedseattle,2,0.0,2.0,0.0
1981,fitchandsons,1,0.0,1.0,0.0
1982,ucsf,1,0.0,1.0,0.0
1983,filmfilmfilm,2,0.0,2.0,0.0
1984,kelly-strayhorn,1,0.0,1.0,0.0
1985,nawbosouthjersey,1,0.0,1.0,0.0
1986,sott,1,0.0,1.0,0.0
1987,tibethouse,2,0.0,2.0,0.0
1988,lodestonerealestate,1,0.0,1.0,0.0
1989,moongoddessentertainment,1,0.0,1.0,0.0
1990,desiknots,1,0.0,1.0,0.0
1991,atlanticfringe,4,0.0,4.0,0.0
1992,highlyrecommended,1,0.0,1.0,0.0
1993,cateringbydesign,1,0.0,1.0,0.0
1994,adstandards,2,0.0,2.0,0.0
1995,apfed,1,0.0,1.0,0.0
1996,portlandfilmfestival,2,0.0,2.0,0.0
1997,homeschoolscienceinstitute,1,0.0,1.0,0.0
1998,askthesafetyman,1,0.0,1.0,0.0
1999,onetaste,2,0.0,2.0,0.0
2000,clevermke,3,0.0,3.0,0.0
2001,torchcommunity,1,0.0,1.0,0.0
2002,thebarnabascenter,1,0.0,1.0,0.0
2003,madagascarinstitute,4,0.0,4.0,0.0
2004,snowangelssanctuary,1,0.0,1.0,0.0
2005,peppertreeproductions,1,0.0,1.0,0.0
2006,media4women,1,0.0,1.0,0.0
2007,sabrinalavender,1,0.0,1.0,0.0
2008,prayermountainco,1,0.0,1.0,0.0
2009,siprep,3,0.0,3.0,0.0
2010,sharonhunter,2,0.0,2.0,0.0
2011,ladymonster,1,0.0,1.0,0.0
2012,pinkiesupproductions,1,0.0,1.0,0.0
2013,fcps,1,0.0,1.0,0.0
2014,hirelite,1,0.0,1.0,0.0
2015,greenhomenyc,3,0.0,3.0,0.0
2016,davetolley,1,0.0,1.0,0.0
2017,homegrownhideaways,1,0.0,1.0,0.0
2018,purple-vision,2,0.0,2.0,0.0
2019,biotechannecto,1,0.0,1.0,0.0
2020,freedomservicedogs,1,0.0,1.0,0.0
2021,birdsandbeesandkids,1,0.0,1.0,0.0
2022,noma,2,0.0,2.0,0.0
2023,phriction,1,0.0,1.0,0.0
2024,irlfunds,1,0.0,1.0,0.0
2025,thelampmovie,3,0.0,3.0,0.0
2026,mncampuscompact,1,0.0,1.0,0.0
2027,thespecific,1,0.0,1.0,0.0
2028,mosi,1,0.0,1.0,0.0
2029,spectrumfcs,1,0.0,1.0,0.0
2030,lifepacific,1,0.0,1.0,0.0
2031,beacon4blind,1,0.0,1.0,0.0
2032,scbwisf,2,0.0,2.0,0.0
2033,yorkpa,2,0.0,2.0,0.0
2034,environmentalcluster,1,0.0,1.0,0.0
2035,ajg,1,0.0,1.0,0.0
2036,lakecountywinegrape,2,0.0,2.0,0.0
2037,anderson,4,0.0,4.0,0.0
2038,easterndistrictny,1,0.0,1.0,0.0
2039,bluebirdvermont,1,0.0,1.0,0.0
2040,evolvhealth,2,0.0,2.0,0.0
2041,iwolf,1,0.0,1.0,0.0
2042,emich,1,0.0,1.0,0.0
2043,odawacasino,2,0.0,2.0,0.0
2044,shortcuts,3,0.0,3.0,0.0
2045,sitmeanssit,1,0.0,1.0,0.0
2046,canwestproductions,1,0.0,1.0,0.0
2047,noccainstitute,2,0.0,2.0,0.0
2048,dmexpressions,2,0.0,2.0,0.0
2049,miningyourmetaphors,1,0.0,1.0,0.0
2050,greenfireproductions,1,0.0,1.0,0.0
2051,supranatural-life,1,0.0,1.0,0.0
2052,heritagesociety,1,0.0,1.0,0.0
2053,thequincychamber,3,0.0,3.0,0.0
2054,dholrhythms,1,0.0,1.0,0.0
2055,riordanclinic,1,0.0,1.0,0.0
2056,ctmsfolkmusic,1,0.0,1.0,0.0
2057,ideavibes,1,0.0,1.0,0.0
2058,livingwellcounselling,1,0.0,1.0,0.0
2059,afmap,1,0.0,1.0,0.0
2060,circle21,2,0.0,2.0,0.0
2061,bradnye,2,0.0,2.0,0.0
2062,papworth,2,0.0,2.0,0.0
2063,savannahmenu,1,0.0,1.0,0.0
2064,tm3now,1,0.0,1.0,0.0
2065,tauruscollections,2,0.0,2.0,0.0
2066,mindsource,1,0.0,1.0,0.0
2067,completeactorsplace,1,0.0,1.0,0.0
2068,bristol,1,0.0,1.0,0.0
2069,familydefensecenter,2,0.0,2.0,0.0
2070,ozemail,2,0.0,2.0,0.0
2071,southsideent,1,0.0,1.0,0.0
2072,e3partners,2,0.0,2.0,0.0
2073,engeniusweb,1,0.0,1.0,0.0
2074,alleycatsandangels,1,0.0,1.0,0.0
2075,laaa,1,0.0,1.0,0.0
2076,zinkov,2,0.0,2.0,0.0
2077,bricksandbread,1,0.0,1.0,0.0
2078,texasrealtors,3,0.0,3.0,0.0
2079,ilivehereigivehere,1,0.0,1.0,0.0
2080,jill-edwards,1,0.0,1.0,0.0
2081,tynesideirish,2,0.0,2.0,0.0
2082,coolidgeschools,1,0.0,1.0,0.0
2083,journeyweb,1,0.0,1.0,0.0
2084,bhpsite,3,0.0,3.0,0.0
2085,bestofbritannia,1,0.0,1.0,0.0
2086,swsecuritymi,1,0.0,1.0,0.0
2087,bda,1,0.0,1.0,0.0
2088,bxscience,2,0.0,2.0,0.0
2089,ostendogroup,1,0.0,1.0,0.0
2090,westefc,1,0.0,1.0,0.0
2091,ronjaworski,1,0.0,1.0,0.0
2092,hercanberra,1,0.0,1.0,0.0
2093,danrutherford,1,0.0,1.0,0.0
2094,andfriendsuk,1,0.0,1.0,0.0
2095,toke,2,2.0,0.0,100.0
2096,prananaz,1,0.0,1.0,0.0
2097,bathfilmfestival,3,0.0,3.0,0.0
2098,swfrpc,1,0.0,1.0,0.0
2099,amplify,1,0.0,1.0,0.0
2100,communitychristian,1,0.0,1.0,0.0
2101,plimoth,1,0.0,1.0,0.0
2102,madeinyork,2,0.0,2.0,0.0
2103,eng,3,3.0,0.0,100.0
2104,chavezchiropractic,1,0.0,1.0,0.0
2105,mazouka,3,0.0,3.0,0.0
2106,deltacollege,3,0.0,3.0,0.0
2107,thefundingportal,1,0.0,1.0,0.0
2108,leagueofextraordinarywomen,1,0.0,1.0,0.0
2109,deschutesriver,1,0.0,1.0,0.0
2110,bleachfestival,1,0.0,1.0,0.0
2111,torahondemand,1,0.0,1.0,0.0
2112,puldesign,1,0.0,1.0,0.0
2113,dwelle,1,0.0,1.0,0.0
2114,luannfeehan,1,0.0,1.0,0.0
2115,thebizknows,1,0.0,1.0,0.0
2116,lovellsafety,1,0.0,1.0,0.0
2117,sarasotamagazine,1,0.0,1.0,0.0
2118,livetalksla,2,0.0,2.0,0.0
2119,archer-productions,1,0.0,1.0,0.0
2120,seashelltrust,2,0.0,2.0,0.0
2121,stlsurgebasketball,1,0.0,1.0,0.0
2122,bytethebook,1,0.0,1.0,0.0
2123,royalmasonic,2,0.0,2.0,0.0
2124,nectonline,1,0.0,1.0,0.0
2125,oaklandheritage,1,0.0,1.0,0.0
2126,fnfg,1,0.0,1.0,0.0
2127,redshoemarketing,1,0.0,1.0,0.0
2128,louisville,1,0.0,1.0,0.0
2129,newdancehorizons,2,0.0,2.0,0.0
2130,mcustl,1,0.0,1.0,0.0
2131,andyskitchen,1,0.0,1.0,0.0
2132,concordconservatory,1,0.0,1.0,0.0
2133,cottonbabies,2,0.0,2.0,0.0
2134,press,1,0.0,1.0,0.0
2135,eventstylings,1,0.0,1.0,0.0
2136,thechampagnedame,1,0.0,1.0,0.0
2137,wfanet,1,0.0,1.0,0.0
2138,bodywraps360,1,0.0,1.0,0.0
2139,sc,2,0.0,2.0,0.0
2140,blackrainbowpoetry,1,0.0,1.0,0.0
2141,conlonproducts,1,0.0,1.0,0.0
2142,khanlonlaw,2,0.0,2.0,0.0
2143,focala,1,0.0,1.0,0.0
2144,ansa,1,0.0,1.0,0.0
2145,sdiresults,2,0.0,2.0,0.0
2146,redheadconvention,1,0.0,1.0,0.0
2147,wesleymission,1,0.0,1.0,0.0
2148,ideasinstitute,1,0.0,1.0,0.0
2149,dineinout,1,0.0,1.0,0.0
2150,tribecafilmfestival,16,0.0,16.0,0.0
2151,empoweringenergymedicine,2,0.0,2.0,0.0
2152,misslatinact,1,0.0,1.0,0.0
2153,shakespearebythesea,1,0.0,1.0,0.0
2154,mousetrapfilms,1,0.0,1.0,0.0
2155,kicommunications,1,0.0,1.0,0.0
2156,pleasurezonesf,1,0.0,1.0,0.0
2157,nationalmtb,6,0.0,6.0,0.0
2158,iprepsmart,1,0.0,1.0,0.0
2159,bluemarkllc,1,0.0,1.0,0.0
2160,regenv,1,0.0,1.0,0.0
2161,openhandslegalservices,1,0.0,1.0,0.0
2162,harvestnaperville,1,0.0,1.0,0.0
2163,costakis,1,0.0,1.0,0.0
2164,toughmudder,2,0.0,2.0,0.0
2165,kinfolkmag,2,0.0,2.0,0.0
2166,unitedwaytwincities,1,0.0,1.0,0.0
2167,tutelargroup,3,0.0,3.0,0.0
2168,pawsforhope,1,0.0,1.0,0.0
2169,kidsforchristkcbs,1,0.0,1.0,0.0
2170,democratsabroad,1,0.0,1.0,0.0
2171,womenartdealers,1,0.0,1.0,0.0
2172,washingtonconference,1,0.0,1.0,0.0
2173,norwescap,1,0.0,1.0,0.0
2174,socialentrepreneurs,1,0.0,1.0,0.0
2175,loracrestan,1,0.0,1.0,0.0
2176,directorscentre,1,0.0,1.0,0.0
2177,austintoastmasters,1,0.0,1.0,0.0
2178,harts-ltd,1,0.0,1.0,0.0
2179,ptd,1,0.0,1.0,0.0
2180,millionaireent,1,0.0,1.0,0.0
2181,avivacanada,1,0.0,1.0,0.0
2182,mohmal,6,6.0,0.0,100.0
2183,tweatup,2,0.0,2.0,0.0
2184,fightingforhearts,1,0.0,1.0,0.0
2185,newtecumseth,1,0.0,1.0,0.0
2186,bridesforacause,1,0.0,1.0,0.0
2187,themadeleine,1,0.0,1.0,0.0
2188,slowfoodoc,1,0.0,1.0,0.0
2189,journeyspace,1,0.0,1.0,0.0
2190,familylife,1,0.0,1.0,0.0
2191,ohsoswank,1,0.0,1.0,0.0
2192,zionsvillechamber,1,0.0,1.0,0.0
2193,octaneoc,1,0.0,1.0,0.0
2194,raevents,1,0.0,1.0,0.0
2195,igrowbusinesses,1,0.0,1.0,0.0
2196,greenpomelo,1,0.0,1.0,0.0
2197,keystoneopp,1,0.0,1.0,0.0
2198,autowestgroup,1,0.0,1.0,0.0
2199,rustiboot,1,0.0,1.0,0.0
2200,sutrakitchen,1,0.0,1.0,0.0
2201,youandmies,1,0.0,1.0,0.0
2202,ignite-u,1,0.0,1.0,0.0
2203,abcspanishinmotion,1,0.0,1.0,0.0
2204,tabs3,6,0.0,6.0,0.0
2205,beingwell-livinghealthy,1,0.0,1.0,0.0
2206,themeruns,1,0.0,1.0,0.0
2207,awellcraftedparty,1,0.0,1.0,0.0
2208,austin-ipla,1,0.0,1.0,0.0
2209,willowpark,1,0.0,1.0,0.0
2210,thechamber,6,0.0,6.0,0.0
2211,exsitementdesign,2,0.0,2.0,0.0
2212,thephatstartup,1,0.0,1.0,0.0
2213,8shields,2,0.0,2.0,0.0
2214,visichathosting,3,3.0,0.0,100.0
2215,catchatt,2,2.0,0.0,100.0
2216,cbgc,2,0.0,2.0,0.0
2217,essex,4,0.0,4.0,0.0
2218,theparadigmcollective,2,0.0,2.0,0.0
2219,naturalbeekeepingtrust,1,0.0,1.0,0.0
2220,mbeans,3,0.0,3.0,0.0
2221,csceedmonton,1,0.0,1.0,0.0
2222,hollyhock,2,0.0,2.0,0.0
2223,reasontoparty,1,0.0,1.0,0.0
2224,ankhmarketing,1,0.0,1.0,0.0
2225,tastingsessions,2,0.0,2.0,0.0
2226,homelandcouncil,3,0.0,3.0,0.0
2227,thepartnershipcdc,1,0.0,1.0,0.0
2228,socalcpr,1,0.0,1.0,0.0
2229,pacbiztimes,2,0.0,2.0,0.0
2230,dubmagazine,1,0.0,1.0,0.0
2231,motionmedia,1,0.0,1.0,0.0
2232,musialmarketing,1,0.0,1.0,0.0
2233,naturebridge,5,0.0,5.0,0.0
2234,aba-la,2,0.0,2.0,0.0
2235,tnvoices,1,0.0,1.0,0.0
2236,oldsettlersdays,1,0.0,1.0,0.0
2237,badgirlventures,2,0.0,2.0,0.0
2238,allthewaysuccess,1,0.0,1.0,0.0
2239,fritzwinery,1,0.0,1.0,0.0
2240,kitchensonthesquare,5,0.0,5.0,0.0
2241,fielding,1,0.0,1.0,0.0
2242,ontario-sea,4,0.0,4.0,0.0
2243,nicolebridger,1,0.0,1.0,0.0
2244,uvm,2,0.0,2.0,0.0
2245,outofboundscomedy,3,0.0,3.0,0.0
2246,sfgiants,1,0.0,1.0,0.0
2247,couchbase,1,0.0,1.0,0.0
2248,ashmi,1,0.0,1.0,0.0
2249,lorikayphotography,1,0.0,1.0,0.0
2250,cinemathequeip,2,0.0,2.0,0.0
2251,boardsbydesign,1,0.0,1.0,0.0
2252,nationalccsvisociety,1,0.0,1.0,0.0
2253,unitedwaydm,1,0.0,1.0,0.0
2254,dhivedetroit,1,0.0,1.0,0.0
2255,inspiring-hope,1,0.0,1.0,0.0
2256,winenation,1,0.0,1.0,0.0
2257,pshschoir,1,0.0,1.0,0.0
2258,jccmilwaukee,1,0.0,1.0,0.0
2259,freedomhouse,1,0.0,1.0,0.0
2260,creativetechnology,2,0.0,2.0,0.0
2261,tedxtc,1,0.0,1.0,0.0
2262,leadershipmb,2,0.0,2.0,0.0
2263,dyn,1,0.0,1.0,0.0
2264,madeinmurfreesboro,1,0.0,1.0,0.0
2265,yphr,2,0.0,2.0,0.0
2266,threedayrule,1,0.0,1.0,0.0
2267,castlewoodtc,1,0.0,1.0,0.0
2268,danielleforil,1,0.0,1.0,0.0
2269,chicagorealtor,1,0.0,1.0,0.0
2270,arrg,2,0.0,2.0,0.0
2271,coolinout,1,0.0,1.0,0.0
2272,greenroomworship,1,0.0,1.0,0.0
2273,rockhealth,1,0.0,1.0,0.0
2274,peoyork,2,0.0,2.0,0.0
2275,granttree,1,0.0,1.0,0.0
2276,gapeachfestival,1,0.0,1.0,0.0
2277,architours,2,0.0,2.0,0.0
2278,techmeetups,3,0.0,3.0,0.0
2279,clivereeves,3,0.0,3.0,0.0
2280,dwn,5,0.0,5.0,0.0
2281,philadelphia,2,0.0,2.0,0.0
2282,nyfa,2,0.0,2.0,0.0
2283,jacstoronto,1,0.0,1.0,0.0
2284,scotwork,1,0.0,1.0,0.0
2285,destinationmelbourne,1,0.0,1.0,0.0
2286,earnmorelivemore,1,0.0,1.0,0.0
2287,sweenyyouthfootball,1,0.0,1.0,0.0
2288,chamberlinproductions,2,0.0,2.0,0.0
2289,breadproject,1,0.0,1.0,0.0
2290,college,1,0.0,1.0,0.0
2291,sonic,1,0.0,1.0,0.0
2292,charlestonbusinessdevelopment,2,0.0,2.0,0.0
2293,4remarkable,1,0.0,1.0,0.0
2294,weddingsbynancy,1,0.0,1.0,0.0
2295,confederationc,6,0.0,6.0,0.0
2296,centreforstewardship,1,0.0,1.0,0.0
2297,neptunetravelgroup,1,0.0,1.0,0.0
2298,twcny,1,1.0,0.0,100.0
2299,cweonline,3,0.0,3.0,0.0
2300,theadmindoc,1,0.0,1.0,0.0
2301,uqes,2,0.0,2.0,0.0
2302,evangeltemple,1,0.0,1.0,0.0
2303,3-netsolutions,1,0.0,1.0,0.0
2304,selfharm,3,0.0,3.0,0.0
2305,carib-gourmet,1,0.0,1.0,0.0
2306,downtowninbusiness,2,0.0,2.0,0.0
2307,thefamilychurch,1,0.0,1.0,0.0
2308,theartsstation,3,0.0,3.0,0.0
2309,blueberrycreatives,1,0.0,1.0,0.0
2310,catamaranconcerts,1,0.0,1.0,0.0
2311,longbeachcf,1,0.0,1.0,0.0
2312,dsbchamber,1,0.0,1.0,0.0
2313,extramildsauce,1,0.0,1.0,0.0
2314,thebutterflycreative,1,0.0,1.0,0.0
2315,bostonvineyard,2,0.0,2.0,0.0
2316,emsaus,1,0.0,1.0,0.0
2317,mindfulnessatwork,3,0.0,3.0,0.0
2318,wscadv,1,0.0,1.0,0.0
2319,odaustralia,1,0.0,1.0,0.0
2320,jcilondon,3,0.0,3.0,0.0
2321,magenda,1,0.0,1.0,0.0
2322,craftcouncilbc,1,0.0,1.0,0.0
2323,rowan,1,0.0,1.0,0.0
2324,londonprivateclient,1,0.0,1.0,0.0
2325,drspencepentland,1,0.0,1.0,0.0
2326,culturelinkinc,2,0.0,2.0,0.0
2327,themaestroproject,1,0.0,1.0,0.0
2328,thekellygroup,1,0.0,1.0,0.0
2329,campagnoloroma,2,0.0,2.0,0.0
2330,marsdd,6,0.0,6.0,0.0
2331,rcourihaycpr,1,0.0,1.0,0.0
2332,hyatt,1,0.0,1.0,0.0
2333,novapma,2,0.0,2.0,0.0
2334,bapa,1,0.0,1.0,0.0
2335,royaltylifestyle,1,0.0,1.0,0.0
2336,operaatlanta,3,0.0,3.0,0.0
2337,bbsa-marketing,1,0.0,1.0,0.0
2338,soundvisionla,1,0.0,1.0,0.0
2339,mts,1,0.0,1.0,0.0
2340,mediacitychurch,1,0.0,1.0,0.0
2341,orarodeo,1,0.0,1.0,0.0
2342,carolyntate,1,0.0,1.0,0.0
2343,preludegroup,1,0.0,1.0,0.0
2344,platformlondonfields,1,0.0,1.0,0.0
2345,stylespeaks,1,0.0,1.0,0.0
2346,auburn,2,0.0,2.0,0.0
2347,hscni,1,0.0,1.0,0.0
2348,youngs,3,0.0,3.0,0.0
2349,glug,2,0.0,2.0,0.0
2350,iamenterprises,4,0.0,4.0,0.0
2351,tylertexas,2,0.0,2.0,0.0
2352,canadabusiness,4,0.0,4.0,0.0
2353,5pointfilm,1,0.0,1.0,0.0
2354,financialnigeria,1,0.0,1.0,0.0
2355,akendi,2,0.0,2.0,0.0
2356,rootbranch,1,0.0,1.0,0.0
2357,flannerhouse,1,0.0,1.0,0.0
2358,australia,4,0.0,4.0,0.0
2359,tides,2,0.0,2.0,0.0
2360,freeformers,1,0.0,1.0,0.0
2361,mandieholgate,1,0.0,1.0,0.0
2362,symblaze,1,0.0,1.0,0.0
2363,maboi,1,0.0,1.0,0.0
2364,aspex,2,0.0,2.0,0.0
2365,cooperatives-yh,2,0.0,2.0,0.0
2366,bresnan,2,0.0,2.0,0.0
2367,hceda,1,0.0,1.0,0.0
2368,mojotheatre,1,0.0,1.0,0.0
2369,trekkc,1,0.0,1.0,0.0
2370,managingtheclassroom,1,0.0,1.0,0.0
2371,pre-school,1,0.0,1.0,0.0
2372,ouhillel,1,0.0,1.0,0.0
2373,valueinnova,1,0.0,1.0,0.0
2374,laughingcocktail,1,0.0,1.0,0.0
2375,sara-tx,1,0.0,1.0,0.0
2376,brisbaneroar,1,0.0,1.0,0.0
2377,waxwingpuzzleco,2,0.0,2.0,0.0
2378,zwia,1,0.0,1.0,0.0
2379,patternity,1,0.0,1.0,0.0
2380,newcanaandogdays,1,0.0,1.0,0.0
2381,localconnections,1,0.0,1.0,0.0
2382,inlandnswtourism,1,0.0,1.0,0.0
2383,codeul,1,0.0,1.0,0.0
2384,genderandsexualitytalks,1,0.0,1.0,0.0
2385,couturefashionelements,1,0.0,1.0,0.0
2386,101cs,1,0.0,1.0,0.0
2387,bic,1,0.0,1.0,0.0
2388,mydrinkon,2,0.0,2.0,0.0
2389,bodhispiritualcenter,1,0.0,1.0,0.0
2390,tobyandkatemccartney,1,0.0,1.0,0.0
2391,hubtech21,1,0.0,1.0,0.0
2392,cscetoronto,1,0.0,1.0,0.0
2393,startuppitchnight,2,0.0,2.0,0.0
2394,ocma,2,0.0,2.0,0.0
2395,stmaryslodgeno4,1,0.0,1.0,0.0
2396,stylegarage,1,0.0,1.0,0.0
2397,handsinharmonyinc,1,0.0,1.0,0.0
2398,capacitywaterlooregion,1,0.0,1.0,0.0
2399,aepdx,1,0.0,1.0,0.0
2400,iofnw,1,0.0,1.0,0.0
2401,cancer,2,0.0,2.0,0.0
2402,drmarcmcdade,1,0.0,1.0,0.0
2403,artacademy,2,0.0,2.0,0.0
2404,dvsdetroit,1,0.0,1.0,0.0
2405,betweenshiftstheatre,1,0.0,1.0,0.0
2406,chc-ut,1,0.0,1.0,0.0
2407,unioncafe,1,0.0,1.0,0.0
2408,kadlecmed,2,0.0,2.0,0.0
2409,fgitoronto,1,0.0,1.0,0.0
2410,schmittssaloon,1,0.0,1.0,0.0
2411,simievfree,1,0.0,1.0,0.0
2412,halifaxpride,1,0.0,1.0,0.0
2413,thehappytemple,1,0.0,1.0,0.0
2414,ccba,1,0.0,1.0,0.0
2415,trans-care,4,0.0,4.0,0.0
2416,backstageuniversity,2,0.0,2.0,0.0
2417,pmi-dvc,1,0.0,1.0,0.0
